20,0605;25;7,514703
20,087;25;7,820866
20,1135;25;7,667784
20,14;25;8,178057
20,1665;25;7,769839
20,193;25;8,076002
20,2195;25;8,178057
20,246;25;8,229084
20,2725;25;8,535247
20,299;25;8,535247
20,3255;25;8,994492
20,352;25;9,147574
20,3785;25;9,147574
20,405;25;9,606819
20,4315;25;9,555792
20,458;25;9,912982
20,4845;25;10,066064
20,511;25;10,474281
20,5375;25;10,67839
20,564;25;10,423254
20,5905;25;10,780445
20,617;25;10,882499
20,6435;25;11,443799
20,67;25;11,341744
20,6965;25;11,852016
20,723;25;11,698935
20,7495;25;11,852016
20,776;25;12,005098
20,8025;25;12,311261
20,829;25;12,15818
20,8555;25;12,464343
20,882;25;12,566398
20,9085;25;12,974615
20,935;25;12,872561
20,9615;25;12,668452
20,988;25;13,382833
21,0145;25;13,178724
21,041;25;13,535915
21,0675;25;13,535915
21,094;25;13,688996
21,1205;25;13,842078
21,147;25;13,535915
21,1735;25;14,097214
21,2;25;13,944132
21,2265;25;14,199269
21,253;25;14,250296
21,2795;25;14,505432
21,306;25;14,454405
21,3325;25;14,607486
21,359;25;14,709541
21,3855;25;14,658514
21,412;25;15,117759
21,4385;25;14,862622
21,465;25;15,219813
21,4915;25;15,219813
21,518;25;15,423922
21,5445;25;15,168786
21,571;25;15,577003
21,5975;25;15,781112
21,624;25;15,83214
21,6505;25;15,83214
21,677;25;16,18933
21,7035;25;16,18933
21,73;25;16,240357
21,7565;25;16,393439
21,783;25;16,75063
21,8095;25;16,699602
21,836;25;17,005766
21,8625;25;17,260902
21,889;25;17,056793
21,9155;25;17,618092
21,942;25;17,158847
21,9685;25;17,209875
21,995;25;17,362956
22,0215;25;17,260902
22,048;25;17,516038
22,0745;25;17,005766
22,101;25;17,260902
22,1275;25;16,954738
22,154;25;16,954738
22,1805;25;17,209875
22,207;25;17,209875
22,2335;25;17,362956
22,26;25;17,158847
22,2865;25;17,465011
22,313;25;17,362956
22,3395;25;17,924256
22,366;25;17,465011
22,3925;25;17,975283
22,419;25;17,720147
22,4455;25;18,230419
22,472;25;18,02631
22,4985;25;18,281446
22,525;25;18,179392
22,5515;25;18,689664
22,578;25;18,179392
22,6045;25;18,485555
22,631;25;18,230419
22,6575;25;18,434528
22,684;25;17,975283
22,7105;25;18,740691
22,737;25;18,128364
22,7635;25;18,689664
22,79;25;18,077337
22,8165;25;18,485555
22,843;25;17,822201
22,8695;25;18,179392
22,896;25;17,924256
22,9225;25;18,434528
22,949;25;18,077337
22,9755;25;18,332473
23,002;25;18,179392
23,0285;25;18,587609
23,055;25;18,230419
23,0815;25;18,740691
23,108;25;18,536582
23,1345;25;18,434528
23,161;25;18,383501
23,1875;25;18,485555
23,214;25;18,9448
23,2405;25;18,791718
23,267;25;18,740691
23,2935;25;18,893773
23,32;25;18,9448
23,3465;25;19,353018
23,373;25;18,740691
23,3995;25;19,710208
23,426;25;19,148909
23,4525;25;19,250963
23,479;25;18,893773
23,5055;25;19,455072
23,532;25;18,740691
23,5585;25;18,791718
23,585;25;18,791718
23,6115;25;18,740691
23,638;25;18,791718
23,6645;25;18,995827
23,691;25;19,301991
23,7175;25;19,199936
23,744;25;18,740691
23,7705;25;19,353018
23,797;25;18,791718
23,8235;25;19,404045
23,85;25;18,995827
23,8765;25;19,353018
23,903;25;18,995827
23,9295;25;18,995827
23,956;25;18,995827
23,9825;25;18,791718
24,009;25;18,995827
24,0355;25;19,046854
24,062;25;19,046854
24,0885;25;19,557127
24,115;25;19,148909
24,1415;25;19,353018
24,168;25;19,710208
24,1945;25;19,506099
24,221;25;19,557127
24,2475;25;20,016372
24,274;25;19,199936
24,3005;25;19,710208
24,327;25;19,914317
24,3535;25;19,046854
24,38;25;19,301991
24,4065;25;18,995827
24,433;25;18,995827
24,4595;25;18,791718
24,486;25;19,404045
24,5125;25;18,842746
24,539;25;19,097882
24,5655;25;19,046854
24,592;25;19,608154
24,6185;25;19,250963
24,645;25;19,353018
24,6715;25;18,995827
24,698;25;19,404045
24,7245;25;19,301991
24,751;25;19,455072
24,7775;25;19,199936
24,804;25;19,914317
24,8305;25;19,608154
24,857;25;19,914317
24,8835;25;19,557127
24,91;25;20,271508
24,9365;25;19,710208
24,963;25;19,914317
24,9895;25;19,455072
25,016;25;20,271508
25,0425;25;19,710208
25,069;25;19,914317
25,0955;25;19,301991
25,122;25;20,016372
25,1485;25;19,659181
25,175;25;19,914317
25,2015;25;19,608154
25,228;25;19,914317
25,2545;25;19,353018
25,281;25;19,506099
25,3075;25;19,506099
25,334;25;19,046854
25,3605;25;19,506099
25,387;25;19,301991
25,4135;25;19,710208
25,44;25;19,608154
25,4665;25;20,118426
25,493;25;19,914317
25,5195;25;20,271508
25,546;25;20,067399
25,5725;25;20,220481
25,599;25;19,761236
25,6255;25;19,914317
25,652;25;19,761236
25,6785;25;20,067399
25,705;25;19,608154
25,7315;25;19,608154
25,758;25;19,86329
25,7845;25;19,608154
25,811;25;19,914317
25,8375;25;19,761236
25,864;25;19,659181
25,8905;25;19,659181
25,917;25;19,506099
25,9435;25;20,220481
25,97;25;19,710208
25,9965;25;19,965344
26,023;25;19,557127
26,0495;25;19,761236
26,076;25;19,506099
26,1025;25;19,455072
26,129;25;19,761236
26,1555;25;19,710208
26,182;25;19,86329
26,2085;25;19,812263
26,235;25;20,067399
26,2615;25;19,812263
26,288;25;20,118426
26,3145;25;19,965344
26,341;25;19,812263
26,3675;25;19,761236
26,394;25;19,86329
26,4205;25;19,557127
26,447;25;19,557127
26,4735;25;19,608154
26,5;25;19,506099
26,5265;25;19,812263
26,553;25;19,914317
26,5795;25;19,301991
26,606;25;19,812263
26,6325;25;19,710208
26,659;25;19,914317
26,6855;25;19,659181
26,712;25;19,86329
26,7385;25;19,557127
26,765;25;19,86329
26,7915;25;19,710208
26,818;25;19,914317
26,8445;25;19,710208
26,871;25;20,118426
26,8975;25;19,557127
26,924;25;19,965344
26,9505;25;19,710208
26,977;25;20,016372
27,0035;25;19,659181
27,03;25;20,118426
27,0565;25;19,761236
27,083;25;19,86329
27,1095;25;19,659181
27,136;25;19,761236
27,1625;25;19,557127
27,189;25;20,016372
27,2155;25;19,455072
27,242;25;19,86329
27,2685;25;19,506099
27,295;25;19,914317
27,3215;25;19,608154
27,348;25;20,220481
27,3745;25;19,812263
27,401;25;20,322535
27,4275;25;19,914317
27,454;25;20,067399
27,4805;25;19,710208
27,507;25;19,710208
27,5335;25;19,608154
27,56;25;19,812263
27,5865;25;19,86329
27,613;25;19,557127
27,6395;25;20,016372
27,666;25;19,86329
27,6925;25;19,914317
27,719;25;19,506099
27,7455;25;19,761236
27,772;25;19,404045
27,7985;25;19,557127
27,825;25;19,455072
27,8515;25;19,710208
27,878;25;19,506099
27,9045;25;19,557127
27,931;25;19,506099
27,9575;25;19,86329
27,984;25;19,404045
28,0105;25;19,659181
28,037;25;19,455072
28,0635;25;20,067399
28,09;25;19,659181
28,1165;25;19,965344
28,143;25;19,608154
28,1695;25;19,761236
28,196;25;19,812263
28,2225;25;19,761236
28,249;25;19,812263
28,2755;25;19,914317
28,302;25;19,965344
28,3285;25;19,965344
28,355;25;20,067399
28,3815;25;20,322535
28,408;25;20,373562
28,4345;25;20,424589
28,461;25;20,628698
28,4875;25;20,067399
28,514;25;20,577671
28,5405;25;20,169453
28,567;25;20,475617
28,5935;25;20,271508
28,62;25;20,271508
28,6465;25;20,322535
28,673;25;19,914317
28,6995;25;20,067399
28,726;25;19,914317
28,7525;25;19,86329
28,779;25;20,220481
28,8055;25;20,322535
28,832;25;20,169453
28,8585;25;19,86329
28,885;25;19,914317
28,9115;25;19,710208
28,938;25;20,118426
28,9645;25;19,659181
28,991;25;20,118426
29,0175;25;19,761236
29,044;25;19,914317
29,0705;25;19,659181
29,097;25;19,761236
29,1235;25;19,659181
29,15;25;19,965344
29,1765;25;19,608154
29,203;25;20,322535
29,2295;25;19,965344
29,256;25;20,526644
29,2825;25;20,118426
29,309;25;20,271508
29,3355;25;20,067399
29,362;25;20,322535
29,3885;25;19,86329
29,415;25;19,914317
29,4415;25;19,965344
29,468;25;20,016372
29,4945;25;19,914317
29,521;25;19,761236
29,5475;25;20,118426
29,574;25;20,322535
29,6005;25;20,067399
29,627;25;20,016372
29,6535;25;20,373562
29,68;25;19,914317
29,7065;25;20,169453
29,733;25;19,812263
29,7595;25;19,710208
29,786;25;19,506099
29,8125;25;19,710208
29,839;25;19,506099
29,8655;25;19,659181
29,892;25;19,659181
29,9185;25;19,761236
29,945;25;19,86329
29,9715;25;20,118426
29,998;25;20,322535
30,0245;25;20,526644
30,051;25;20,220481
30,0775;25;20,475617
30,104;25;20,169453
30,1305;25;20,679725
30,157;25;20,118426
30,1835;25;20,322535
30,21;25;19,965344
30,2365;25;20,220481
30,263;25;19,557127
30,2895;25;19,965344
30,316;25;19,455072
30,3425;25;19,659181
30,369;25;19,404045
30,3955;25;19,710208
30,422;25;19,608154
30,4485;25;20,067399
30,475;25;19,659181
30,5015;25;19,965344
30,528;25;19,659181
30,5545;25;19,86329
30,581;25;19,965344
30,6075;25;19,812263
30,634;25;19,965344
30,6605;25;19,86329
30,687;25;19,914317
30,7135;25;19,659181
30,74;25;20,169453
30,7665;25;19,710208
30,793;25;20,271508
30,8195;25;20,169453
30,846;25;20,322535
30,8725;25;19,86329
30,899;25;20,067399
30,9255;25;19,812263
30,952;25;20,220481
30,9785;25;19,914317
31,005;25;20,118426
31,0315;25;19,914317
31,058;25;20,016372
31,0845;25;20,067399
31,111;25;20,067399
31,1375;25;20,067399
31,164;25;19,965344
31,1905;25;20,373562
31,217;25;20,067399
31,2435;25;19,965344
31,27;25;20,016372
31,2965;25;20,169453
31,323;25;20,016372
31,3495;25;19,761236
31,376;25;20,016372
31,4025;25;19,761236
31,429;25;20,016372
31,4555;25;19,506099
31,482;25;19,86329
31,5085;25;19,506099
31,535;25;19,965344
31,5615;25;19,557127
31,588;25;20,067399
31,6145;25;19,506099
31,641;25;20,016372
31,6675;25;20,271508
31,694;25;20,730753
31,7205;25;20,322535
31,747;25;20,424589
31,7735;25;20,526644
31,8;25;20,475617
31,8265;25;20,730753
31,853;25;20,118426
31,8795;25;20,322535
31,906;25;20,067399
31,9325;25;20,016372
31,959;25;19,965344
31,9855;25;20,169453
32,012;25;19,761236
32,0385;25;19,965344
32,065;25;20,118426
32,0915;25;20,271508
32,118;25;20,067399
32,1445;25;19,812263
32,171;25;20,475617
32,1975;25;19,965344
32,224;25;20,322535
32,2505;25;20,118426
32,277;25;20,271508
32,3035;25;20,067399
32,33;25;20,322535
32,3565;25;19,965344
32,383;25;20,169453
32,4095;25;20,118426
32,436;25;20,424589
32,4625;25;20,067399
32,489;25;20,220481
32,5155;25;20,067399
32,542;25;20,475617
32,5685;25;19,914317
32,595;25;20,220481
32,6215;25;20,016372
32,648;25;20,271508
32,6745;25;19,914317
32,701;25;20,220481
32,7275;25;20,016372
32,754;25;20,118426
32,7805;25;20,016372
32,807;25;19,86329
32,8335;25;20,220481
32,86;25;19,455072
32,8865;25;20,067399
32,913;25;19,86329
32,9395;25;19,965344
32,966;25;19,812263
32,9925;25;20,220481
33,019;25;20,067399
33,0455;25;20,322535
33,072;25;20,169453
33,0985;25;20,373562
33,125;25;20,169453
33,1515;25;20,373562
33,178;25;19,86329
33,2045;25;20,118426
33,231;25;20,067399
33,2575;25;19,557127
33,284;25;20,067399
33,3105;25;19,812263
33,337;25;20,016372
33,3635;25;19,761236
33,39;25;20,067399
33,4165;25;19,812263
33,443;25;20,526644
33,4695;25;19,659181
33,496;25;20,373562
33,5225;25;19,86329
33,549;25;20,373562
33,5755;25;19,965344
33,602;25;20,475617
33,6285;25;19,965344
33,655;25;20,118426
33,6815;25;20,169453
33,708;25;20,016372
33,7345;25;20,118426
33,761;25;20,118426
33,7875;25;20,118426
33,814;25;20,220481
33,8405;25;20,067399
33,867;25;19,965344
33,8935;25;20,118426
33,92;25;20,067399
33,9465;25;20,271508
33,973;25;20,067399
33,9995;25;20,424589
34,026;25;20,322535
34,0525;25;20,475617
34,079;25;20,271508
34,1055;25;20,220481
34,132;25;19,812263
34,1585;25;19,710208
34,185;25;19,965344
34,2115;25;19,812263
34,238;25;20,169453
34,2645;25;19,914317
34,291;25;20,067399
34,3175;25;19,965344
34,344;25;20,169453
34,3705;25;20,169453
34,397;25;20,016372
34,4235;25;20,424589
34,45;25;19,914317
34,4765;25;20,118426
34,503;25;19,965344
34,5295;25;19,557127
34,556;25;20,067399
34,5825;25;20,220481
34,609;25;20,067399
34,6355;25;20,526644
34,662;25;20,169453
34,6885;25;19,86329
34,715;25;20,271508
34,7415;25;20,424589
34,768;25;19,608154
34,7945;25;19,608154
34,821;25;20,118426
34,8475;25;19,608154
34,874;25;20,016372
34,9005;25;19,659181
34,927;25;20,118426
34,9535;25;19,965344
34,98;25;19,965344
35,0065;25;19,914317
35,033;25;20,118426
35,0595;25;20,067399
35,086;25;20,169453
35,1125;25;19,86329
35,139;25;19,965344
35,1655;25;19,812263
35,192;25;20,067399
35,2185;25;20,016372
35,245;25;19,710208
35,2715;25;19,557127
35,298;25;19,557127
35,3245;25;19,404045
35,351;25;19,506099
35,3775;25;19,710208
35,404;25;19,812263
35,4305;25;19,914317
35,457;25;19,965344
35,4835;25;20,118426
35,51;25;19,965344
35,5365;25;20,424589
35,563;25;19,965344
35,5895;25;20,526644
35,616;25;20,067399
35,6425;25;20,526644
35,669;25;20,016372
35,6955;25;20,526644
35,722;25;19,965344
35,7485;25;20,016372
35,775;25;20,169453
35,8015;25;19,914317
35,828;25;20,169453
35,8545;25;20,271508
35,881;25;20,169453
35,9075;25;20,475617
35,934;25;20,271508
35,9605;25;20,220481
35,987;25;20,067399
36,0135;25;20,322535
36,04;25;20,271508
36,0665;25;20,322535
36,093;25;20,067399
36,1195;25;19,761236
36,146;25;20,169453
36,1725;25;19,965344
36,199;25;20,220481
36,2255;25;19,659181
36,252;25;19,965344
36,2785;25;20,220481
36,305;25;19,86329
36,3315;25;20,169453
36,358;25;20,118426
36,3845;25;20,322535
36,411;25;20,169453
36,4375;25;20,730753
36,464;25;20,220481
36,4905;25;20,628698
36,517;25;20,118426
36,5435;25;20,322535
36,57;25;19,455072
36,5965;25;19,557127
36,623;25;19,659181
36,6495;25;19,914317
36,676;25;19,199936
36,7025;25;19,914317
36,729;25;19,761236
36,7555;25;19,812263
36,782;25;19,812263
36,8085;25;19,914317
36,835;25;19,914317
36,8615;25;20,118426
36,888;25;20,169453
36,9145;25;20,118426
36,941;25;19,914317
36,9675;25;20,016372
36,994;25;19,659181
37,0205;25;19,404045
37,047;25;19,86329
37,0735;25;19,965344
37,1;25;19,659181
37,1265;25;19,914317
37,153;25;19,659181
37,1795;25;19,659181
37,206;25;19,914317
37,2325;25;19,761236
37,259;25;19,86329
37,2855;25;19,506099
37,312;25;20,118426
37,3385;25;19,761236
37,365;25;19,86329
37,3915;25;19,710208
37,418;25;20,067399
37,4445;25;19,914317
37,471;25;19,965344
37,4975;25;19,914317
37,524;25;19,812263
37,5505;25;19,914317
37,577;25;19,608154
37,6035;25;19,965344
37,63;25;19,914317
37,6565;25;20,067399
37,683;25;19,557127
37,7095;25;20,067399
37,736;25;19,710208
37,7625;25;19,761236
37,789;25;19,455072
37,8155;25;20,271508
37,842;25;19,965344
37,8685;25;19,86329
37,895;25;19,608154
37,9215;25;19,86329
37,948;25;19,965344
37,9745;25;19,659181
38,001;25;19,659181
38,0275;25;19,557127
38,054;25;19,812263
38,0805;25;19,812263
38,107;25;20,169453
38,1335;25;19,710208
38,16;25;20,169453
38,1865;25;19,761236
38,213;25;20,118426
38,2395;25;19,914317
38,266;25;19,86329
38,2925;25;19,914317
38,319;25;19,812263
38,3455;25;20,118426
38,372;25;20,118426
38,3985;25;19,812263
38,425;25;19,812263
38,4515;25;20,067399
38,478;25;19,608154
38,5045;25;20,067399
38,531;25;20,220481
38,5575;25;20,067399
38,584;25;20,118426
38,6105;25;19,761236
38,637;25;20,220481
38,6635;25;19,914317
38,69;25;20,067399
38,7165;50;20,118426
38,743;50;20,067399
38,7695;50;20,169453
38,796;50;20,169453
38,8225;50;20,118426
38,849;50;20,322535
38,8755;50;20,424589
38,902;50;20,628698
38,9285;50;21,343079
38,955;50;21,343079
38,9815;50;22,414651
39,008;50;22,771842
39,0345;50;23,53725
39,061;50;23,690331
39,0875;50;24,710876
39,114;50;24,81293
39,1405;50;25,425257
39,167;50;25,884502
39,1935;50;26,241692
39,22;50;26,64991
39,2465;50;26,854019
39,273;50;27,772509
39,2995;50;27,262237
39,326;50;27,5684
39,3525;50;28,1297
39,379;50;28,231754
39,4055;50;28,844081
39,432;50;28,793053
39,4585;50;29,252298
39,485;50;29,456407
39,5115;50;29,96668
39,538;50;29,96668
39,5645;50;30,579006
39,591;50;30,527979
39,6175;50;30,936197
39,644;50;30,936197
39,6705;50;31,497496
39,697;50;31,446469
39,7235;50;31,140306
39,75;50;31,956741
39,7765;50;31,803659
39,803;50;32,211877
39,8295;50;32,518041
39,856;50;33,130367
39,8825;50;33,130367
39,909;50;33,43653
39,9355;50;33,946803
39,962;50;34,150912
39,9885;50;34,252966
40,015;50;34,457075
40,0415;50;34,91632
40,068;50;34,763238
40,0945;50;35,171456
40,121;50;34,610157
40,1475;50;35,171456
40,174;50;34,814265
40,2005;50;35,477619
40,227;50;35,171456
40,2535;50;35,681728
40,28;50;35,27351
40,3065;50;36,396109
40,333;50;36,038919
40,3595;50;36,038919
40,386;50;36,192
40,4125;50;36,447136
40,439;50;36,140973
40,4655;50;36,855354
40,492;50;36,498164
40,5185;50;36,7533
40,545;50;37,008436
40,5715;50;37,365626
40,598;50;37,569735
40,6245;50;37,620763
40,651;50;37,977953
40,6775;50;38,284116
40,704;50;38,233089
40,7305;50;38,182062
40,757;50;38,233089
40,7835;50;38,02898
40,81;50;38,335144
40,8365;50;38,080008
40,863;50;38,488225
40,8895;50;38,539252
40,916;50;38,386171
40,9425;50;38,437198
40,969;50;38,59028
40,9955;50;38,437198
41,022;50;38,641307
41,0485;50;38,641307
41,075;50;38,692334
41,1015;50;38,845416
41,128;50;38,488225
41,1545;50;39,049525
41,181;50;38,539252
41,2075;50;38,794389
41,234;50;38,845416
41,2605;50;39,100552
41,287;50;39,049525
41,3135;50;39,559797
41,34;50;39,559797
41,3665;50;39,763906
41,393;50;40,070069
41,4195;50;40,580341
41,446;50;40,274178
41,4725;50;40,376232
41,499;50;40,580341
41,5255;50;40,478287
41,552;50;40,78445
41,5785;50;40,223151
41,605;50;40,835477
41,6315;50;40,529314
41,658;50;40,733423
41,6845;50;40,42726
41,711;50;40,682396
41,7375;50;39,916987
41,764;50;40,682396
41,7905;50;40,42726
41,817;50;40,886505
41,8435;50;40,274178
41,87;50;40,733423
41,8965;50;40,631369
41,923;50;41,039586
41,9495;50;40,937532
41,976;50;40,478287
42,0025;50;40,78445
42,029;50;40,733423
42,0555;50;40,580341
42,082;50;40,937532
42,1085;50;40,937532
42,135;50;41,447804
